train_task,test_task,sub,acc,features,Null_Network
glass,mem,MSC03,0.7649999999999999,960,fp_co
motor,semantic,MSC03,0.63,960,fp_co
motor,glass,MSC03,0.635,960,fp_co
motor,mem,MSC03,0.71,960,fp_co
mem,semantic,MSC03,0.7350000000000001,960,fp_co
mem,glass,MSC03,0.7300000000000001,960,fp_co
mem,motor,MSC03,0.925,960,fp_co
semantic,glass,MSC04,0.9200000000000002,960,fp_co
semantic,motor,MSC04,0.52,960,fp_co
semantic,mem,MSC04,0.65,960,fp_co
glass,semantic,MSC04,0.9400000000000001,960,fp_co
glass,motor,MSC04,0.905,960,fp_co
glass,mem,MSC04,0.875,960,fp_co
motor,semantic,MSC04,0.5599999999999999,960,fp_co
motor,glass,MSC04,0.9049999999999999,960,fp_co
motor,mem,MSC04,0.72,960,fp_co
mem,semantic,MSC04,0.905,960,fp_co
mem,glass,MSC04,0.9800000000000001,960,fp_co
mem,motor,MSC04,0.8800000000000001,960,fp_co
semantic,glass,MSC05,0.86,960,fp_co
semantic,motor,MSC05,0.7050000000000001,960,fp_co
semantic,mem,MSC05,0.9500000000000002,960,fp_co
glass,semantic,MSC05,0.9899999999999999,960,fp_co
glass,motor,MSC05,0.8850000000000001,960,fp_co
glass,mem,MSC05,0.9550000000000001,960,fp_co
motor,semantic,MSC05,0.595,960,fp_co
motor,glass,MSC05,0.665,960,fp_co
motor,mem,MSC05,0.675,960,fp_co
mem,semantic,MSC05,0.9549999999999998,960,fp_co
mem,glass,MSC05,0.925,960,fp_co
mem,motor,MSC05,1.0,960,fp_co
semantic,glass,MSC06,0.6722222222222223,960,fp_co
semantic,motor,MSC06,0.6799999999999999,960,fp_co
semantic,mem,MSC06,0.6800000000000002,960,fp_co
glass,semantic,MSC06,0.8277777777777777,960,fp_co
glass,motor,MSC06,0.7166666666666667,960,fp_co
glass,mem,MSC06,0.8277777777777776,960,fp_co
motor,semantic,MSC06,0.7050000000000001,960,fp_co
motor,glass,MSC06,0.5666666666666667,960,fp_co
motor,mem,MSC06,0.755,960,fp_co
mem,semantic,MSC06,0.8800000000000001,960,fp_co
mem,glass,MSC06,0.7333333333333333,960,fp_co
mem,motor,MSC06,0.9100000000000001,960,fp_co
semantic,glass,MSC07,0.945,960,fp_co
semantic,motor,MSC07,0.5149999999999999,960,fp_co
semantic,mem,MSC07,0.665,960,fp_co
glass,semantic,MSC07,0.9650000000000001,960,fp_co
glass,motor,MSC07,0.5349999999999999,960,fp_co
glass,mem,MSC07,0.72,960,fp_co
motor,semantic,MSC07,0.5499999999999999,960,fp_co
motor,glass,MSC07,0.5249999999999999,960,fp_co
motor,mem,MSC07,0.5,960,fp_co
mem,semantic,MSC07,0.9049999999999999,960,fp_co
mem,glass,MSC07,0.9600000000000002,960,fp_co
mem,motor,MSC07,0.745,960,fp_co
semantic,glass,MSC10,0.7699999999999999,960,fp_co
semantic,motor,MSC10,0.7350000000000001,960,fp_co
semantic,mem,MSC10,0.8099999999999999,960,fp_co
glass,semantic,MSC10,0.8800000000000001,960,fp_co
glass,motor,MSC10,0.8900000000000002,960,fp_co
glass,mem,MSC10,0.8299999999999998,960,fp_co
motor,semantic,MSC10,0.57,960,fp_co
motor,glass,MSC10,0.6849999999999999,960,fp_co
motor,mem,MSC10,0.8149999999999998,960,fp_co
mem,semantic,MSC10,0.845,960,fp_co
mem,glass,MSC10,0.905,960,fp_co
mem,motor,MSC10,0.9349999999999999,960,fp_co
semantic,glass,MSC01,0.8800000000000001,960,fp_co
semantic,motor,MSC01,0.7999999999999999,960,fp_co
semantic,mem,MSC01,0.6500000000000001,960,fp_co
glass,semantic,MSC01,0.9949999999999999,960,fp_co
glass,motor,MSC01,0.96,960,fp_co
glass,mem,MSC01,0.7949999999999999,960,fp_co
motor,semantic,MSC01,0.875,960,fp_co
motor,glass,MSC01,0.8299999999999998,960,fp_co
motor,mem,MSC01,0.755,960,fp_co
mem,semantic,MSC01,1.0,960,fp_co
mem,glass,MSC01,0.96,960,fp_co
mem,motor,MSC01,0.985,960,fp_co
semantic,glass,MSC02,0.6099999999999999,960,fp_co
semantic,motor,MSC02,0.5,960,fp_co
semantic,mem,MSC02,0.505,960,fp_co
glass,semantic,MSC02,0.8699999999999999,960,fp_co
glass,motor,MSC02,0.59,960,fp_co
glass,mem,MSC02,0.6300000000000001,960,fp_co
motor,semantic,MSC02,0.53,960,fp_co
motor,glass,MSC02,0.5,960,fp_co
motor,mem,MSC02,0.5,960,fp_co
mem,semantic,MSC02,0.8750000000000002,960,fp_co
mem,glass,MSC02,0.67,960,fp_co
mem,motor,MSC02,0.725,960,fp_co
semantic,glass,MSC03,0.7999999999999999,960,fp_co
semantic,motor,MSC03,0.63,960,fp_co
semantic,mem,MSC03,0.75,960,fp_co
glass,semantic,MSC03,0.725,960,fp_co
glass,motor,MSC03,0.865,960,fp_co
glass,mem,MSC03,0.725,960,fp_co
motor,semantic,MSC03,0.54,960,fp_co
motor,glass,MSC03,0.6,960,fp_co
motor,mem,MSC03,0.575,960,fp_co
mem,semantic,MSC03,0.7849999999999999,960,fp_co
mem,glass,MSC03,0.565,960,fp_co
mem,motor,MSC03,0.74,960,fp_co
semantic,glass,MSC04,0.78,960,fp_co
semantic,motor,MSC04,0.51,960,fp_co
semantic,mem,MSC04,0.82,960,fp_co
glass,semantic,MSC04,0.875,960,fp_co
glass,motor,MSC04,0.9349999999999999,960,fp_co
glass,mem,MSC04,0.8950000000000001,960,fp_co
motor,semantic,MSC04,0.7500000000000001,960,fp_co
motor,glass,MSC04,0.975,960,fp_co
motor,mem,MSC04,0.765,960,fp_co
mem,semantic,MSC04,0.9099999999999999,960,fp_co
mem,glass,MSC04,0.9549999999999998,960,fp_co
mem,motor,MSC04,0.885,960,fp_co
semantic,glass,MSC05,0.8950000000000001,960,fp_co
semantic,motor,MSC05,0.82,960,fp_co
semantic,mem,MSC05,0.7899999999999999,960,fp_co
glass,semantic,MSC05,0.95,960,fp_co
glass,motor,MSC05,0.7999999999999999,960,fp_co
glass,mem,MSC05,0.8949999999999999,960,fp_co
motor,semantic,MSC05,0.655,960,fp_co
motor,glass,MSC05,0.755,960,fp_co
motor,mem,MSC05,0.7949999999999999,960,fp_co
mem,semantic,MSC05,0.95,960,fp_co
mem,glass,MSC05,0.905,960,fp_co
mem,motor,MSC05,1.0,960,fp_co
semantic,glass,MSC06,0.7833333333333333,960,fp_co
semantic,motor,MSC06,0.76,960,fp_co
semantic,mem,MSC06,0.9199999999999999,960,fp_co
glass,semantic,MSC06,0.9055555555555556,960,fp_co
glass,motor,MSC06,0.7444444444444445,960,fp_co
glass,mem,MSC06,0.9555555555555555,960,fp_co
motor,semantic,MSC06,0.7350000000000001,960,fp_co
motor,glass,MSC06,0.6666666666666666,960,fp_co
motor,mem,MSC06,0.9349999999999999,960,fp_co
mem,semantic,MSC06,0.97,960,fp_co
mem,glass,MSC06,0.9055555555555557,960,fp_co
mem,motor,MSC06,0.99,960,fp_co
semantic,glass,MSC07,0.95,960,fp_co
semantic,motor,MSC07,0.5449999999999999,960,fp_co
semantic,mem,MSC07,0.7,960,fp_co
glass,semantic,MSC07,0.9949999999999999,960,fp_co
glass,motor,MSC07,0.57,960,fp_co
glass,mem,MSC07,0.875,960,fp_co
motor,semantic,MSC07,0.5549999999999999,960,fp_co
motor,glass,MSC07,0.5,960,fp_co
motor,mem,MSC07,0.505,960,fp_co
mem,semantic,MSC07,0.9550000000000001,960,fp_co
mem,glass,MSC07,0.99,960,fp_co
mem,motor,MSC07,0.835,960,fp_co
semantic,glass,MSC10,0.9,960,fp_co
semantic,motor,MSC10,0.7050000000000002,960,fp_co
semantic,mem,MSC10,0.7849999999999999,960,fp_co
glass,semantic,MSC10,0.9299999999999999,960,fp_co
glass,motor,MSC10,0.89,960,fp_co
glass,mem,MSC10,0.73,960,fp_co
motor,semantic,MSC10,0.635,960,fp_co
motor,glass,MSC10,0.655,960,fp_co
motor,mem,MSC10,0.68,960,fp_co
mem,semantic,MSC10,0.89,960,fp_co
mem,glass,MSC10,0.8399999999999999,960,fp_co
mem,motor,MSC10,0.9000000000000001,960,fp_co
semantic,glass,MSC01,0.9000000000000001,960,fp_co
semantic,motor,MSC01,0.8399999999999999,960,fp_co
semantic,mem,MSC01,0.6650000000000001,960,fp_co
glass,semantic,MSC01,0.95,960,fp_co
glass,motor,MSC01,0.96,960,fp_co
glass,mem,MSC01,0.795,960,fp_co
motor,semantic,MSC01,0.9249999999999998,960,fp_co
motor,glass,MSC01,0.8299999999999998,960,fp_co
motor,mem,MSC01,0.6700000000000002,960,fp_co
mem,semantic,MSC01,0.99,960,fp_co
mem,glass,MSC01,0.9850000000000001,960,fp_co
mem,motor,MSC01,0.9949999999999999,960,fp_co
semantic,glass,MSC02,0.6900000000000002,960,fp_co
semantic,motor,MSC02,0.51,960,fp_co
semantic,mem,MSC02,0.5449999999999999,960,fp_co
glass,semantic,MSC02,0.8699999999999999,960,fp_co
glass,motor,MSC02,0.57,960,fp_co
glass,mem,MSC02,0.615,960,fp_co
motor,semantic,MSC02,0.51,960,fp_co
motor,glass,MSC02,0.51,960,fp_co
motor,mem,MSC02,0.5,960,fp_co
mem,semantic,MSC02,0.845,960,fp_co
mem,glass,MSC02,0.875,960,fp_co
mem,motor,MSC02,0.7350000000000001,960,fp_co
semantic,glass,MSC03,0.6799999999999999,960,fp_co
semantic,motor,MSC03,0.755,960,fp_co
semantic,mem,MSC03,0.755,960,fp_co
glass,semantic,MSC03,0.835,960,fp_co
glass,motor,MSC03,0.97,960,fp_co
glass,mem,MSC03,0.5999999999999999,960,fp_co
motor,semantic,MSC03,0.6099999999999999,960,fp_co
motor,glass,MSC03,0.8249999999999998,960,fp_co
motor,mem,MSC03,0.6799999999999999,960,fp_co
mem,semantic,MSC03,0.7999999999999999,960,fp_co
mem,glass,MSC03,0.68,960,fp_co
mem,motor,MSC03,0.95,960,fp_co
semantic,glass,MSC04,0.885,960,fp_co
semantic,motor,MSC04,0.5499999999999999,960,fp_co
semantic,mem,MSC04,0.7999999999999999,960,fp_co
glass,semantic,MSC04,0.905,960,fp_co
glass,motor,MSC04,0.9199999999999999,960,fp_co
glass,mem,MSC04,0.8800000000000001,960,fp_co
motor,semantic,MSC04,0.8049999999999999,960,fp_co
motor,glass,MSC04,0.905,960,fp_co
motor,mem,MSC04,0.6049999999999999,960,fp_co
mem,semantic,MSC04,0.93,960,fp_co
mem,glass,MSC04,0.915,960,fp_co
mem,motor,MSC04,0.95,960,fp_co
semantic,glass,MSC05,0.905,960,fp_co
semantic,motor,MSC05,0.805,960,fp_co
semantic,mem,MSC05,0.9949999999999999,960,fp_co
glass,semantic,MSC05,0.945,960,fp_co
glass,motor,MSC05,0.8900000000000002,960,fp_co
glass,mem,MSC05,1.0,960,fp_co
motor,semantic,MSC05,0.67,960,fp_co
motor,glass,MSC05,0.76,960,fp_co
motor,mem,MSC05,0.9549999999999998,960,fp_co
mem,semantic,MSC05,0.915,960,fp_co
mem,glass,MSC05,0.95,960,fp_co
mem,motor,MSC05,0.9949999999999999,960,fp_co
semantic,glass,MSC06,0.7333333333333334,960,fp_co
semantic,motor,MSC06,0.6700000000000002,960,fp_co
semantic,mem,MSC06,0.915,960,fp_co
glass,semantic,MSC06,0.9555555555555557,960,fp_co
glass,motor,MSC06,0.811111111111111,960,fp_co
glass,mem,MSC06,0.9777777777777779,960,fp_co
motor,semantic,MSC06,0.745,960,fp_co
motor,glass,MSC06,0.6388888888888888,960,fp_co
motor,mem,MSC06,0.7649999999999999,960,fp_co
mem,semantic,MSC06,0.8649999999999999,960,fp_co
mem,glass,MSC06,0.8333333333333334,960,fp_co
mem,motor,MSC06,0.875,960,fp_co
semantic,glass,MSC07,0.915,960,fp_co
semantic,motor,MSC07,0.5499999999999999,960,fp_co
semantic,mem,MSC07,0.655,960,fp_co
glass,semantic,MSC07,0.9949999999999999,960,fp_co
glass,motor,MSC07,0.5649999999999998,960,fp_co
glass,mem,MSC07,0.7649999999999999,960,fp_co
motor,semantic,MSC07,0.5399999999999999,960,fp_co
motor,glass,MSC07,0.5549999999999999,960,fp_co
motor,mem,MSC07,0.5149999999999999,960,fp_co
mem,semantic,MSC07,0.985,960,fp_co
mem,glass,MSC07,0.96,960,fp_co
mem,motor,MSC07,0.705,960,fp_co
semantic,glass,MSC10,0.885,960,fp_co
semantic,motor,MSC10,0.66,960,fp_co
semantic,mem,MSC10,0.77,960,fp_co
glass,semantic,MSC10,0.865,960,fp_co
glass,motor,MSC10,0.93,960,fp_co
glass,mem,MSC10,0.77,960,fp_co
motor,semantic,MSC10,0.7300000000000001,960,fp_co
motor,glass,MSC10,0.8299999999999998,960,fp_co
motor,mem,MSC10,0.86,960,fp_co
mem,semantic,MSC10,0.7999999999999999,960,fp_co
mem,glass,MSC10,0.9099999999999999,960,fp_co
mem,motor,MSC10,0.8950000000000001,960,fp_co
semantic,glass,MSC01,0.865,960,fp_co
semantic,motor,MSC01,0.93,960,fp_co
semantic,mem,MSC01,0.6750000000000002,960,fp_co
glass,semantic,MSC01,0.99,960,fp_co
glass,motor,MSC01,0.9649999999999999,960,fp_co
glass,mem,MSC01,0.8299999999999998,960,fp_co
motor,semantic,MSC01,0.9,960,fp_co
motor,glass,MSC01,0.8150000000000001,960,fp_co
motor,mem,MSC01,0.7050000000000001,960,fp_co
mem,semantic,MSC01,1.0,960,fp_co
mem,glass,MSC01,0.89,960,fp_co
mem,motor,MSC01,0.9949999999999999,960,fp_co
semantic,glass,MSC02,0.6950000000000001,960,fp_co
semantic,motor,MSC02,0.5449999999999999,960,fp_co
semantic,mem,MSC02,0.51,960,fp_co
glass,semantic,MSC02,0.925,960,fp_co
glass,motor,MSC02,0.675,960,fp_co
glass,mem,MSC02,0.565,960,fp_co
motor,semantic,MSC02,0.6300000000000001,960,fp_co
motor,glass,MSC02,0.5249999999999999,960,fp_co
motor,mem,MSC02,0.505,960,fp_co
mem,semantic,MSC02,0.9000000000000001,960,fp_co
mem,glass,MSC02,0.7100000000000001,960,fp_co
mem,motor,MSC02,0.5399999999999999,960,fp_co
semantic,glass,MSC03,0.77,960,fp_co
semantic,motor,MSC03,0.675,960,fp_co
semantic,mem,MSC03,0.66,960,fp_co
glass,semantic,MSC03,0.9,960,fp_co
glass,motor,MSC03,0.985,960,fp_co
glass,mem,MSC03,0.6950000000000001,960,fp_co
motor,semantic,MSC03,0.5449999999999999,960,fp_co
motor,glass,MSC03,0.755,960,fp_co
motor,mem,MSC03,0.5899999999999999,960,fp_co
mem,semantic,MSC03,0.74,960,fp_co
mem,glass,MSC03,0.565,960,fp_co
mem,motor,MSC03,0.705,960,fp_co
semantic,glass,MSC04,0.8400000000000001,960,fp_co
semantic,motor,MSC04,0.575,960,fp_co
semantic,mem,MSC04,0.8850000000000001,960,fp_co
glass,semantic,MSC04,0.945,960,fp_co
glass,motor,MSC04,0.905,960,fp_co
glass,mem,MSC04,0.875,960,fp_co
motor,semantic,MSC04,0.5849999999999999,960,fp_co
motor,glass,MSC04,0.845,960,fp_co
motor,mem,MSC04,0.5399999999999999,960,fp_co
mem,semantic,MSC04,0.905,960,fp_co
mem,glass,MSC04,0.945,960,fp_co
mem,motor,MSC04,0.835,960,fp_co
semantic,glass,MSC05,0.8149999999999998,960,fp_co
semantic,motor,MSC05,0.7150000000000001,960,fp_co
semantic,mem,MSC05,0.93,960,fp_co
glass,semantic,MSC05,0.95,960,fp_co
glass,motor,MSC05,0.9000000000000001,960,fp_co
glass,mem,MSC05,0.915,960,fp_co
motor,semantic,MSC05,0.745,960,fp_co
motor,glass,MSC05,0.7649999999999999,960,fp_co
motor,mem,MSC05,0.9000000000000001,960,fp_co
mem,semantic,MSC05,0.9650000000000001,960,fp_co
mem,glass,MSC05,0.9050000000000002,960,fp_co
mem,motor,MSC05,0.975,960,fp_co
semantic,glass,MSC06,0.7722222222222221,960,fp_co
semantic,motor,MSC06,0.755,960,fp_co
semantic,mem,MSC06,0.93,960,fp_co
glass,semantic,MSC06,0.8944444444444445,960,fp_co
glass,motor,MSC06,0.7777777777777777,960,fp_co
glass,mem,MSC06,0.8833333333333334,960,fp_co
motor,semantic,MSC06,0.7100000000000002,960,fp_co
motor,glass,MSC06,0.5499999999999999,960,fp_co
motor,mem,MSC06,0.8099999999999999,960,fp_co
mem,semantic,MSC06,0.95,960,fp_co
mem,glass,MSC06,0.8888888888888891,960,fp_co
mem,motor,MSC06,0.95,960,fp_co
semantic,glass,MSC07,0.905,960,fp_co
semantic,motor,MSC07,0.575,960,fp_co
semantic,mem,MSC07,0.7649999999999999,960,fp_co
glass,semantic,MSC07,0.985,960,fp_co
glass,motor,MSC07,0.665,960,fp_co
glass,mem,MSC07,0.8900000000000002,960,fp_co
motor,semantic,MSC07,0.5799999999999998,960,fp_co
motor,glass,MSC07,0.5549999999999999,960,fp_co
motor,mem,MSC07,0.505,960,fp_co
mem,semantic,MSC07,0.9949999999999999,960,fp_co
mem,glass,MSC07,0.9949999999999999,960,fp_co
mem,motor,MSC07,0.8549999999999999,960,fp_co
semantic,glass,MSC10,0.93,960,fp_co
semantic,motor,MSC10,0.655,960,fp_co
semantic,mem,MSC10,0.755,960,fp_co
glass,semantic,MSC10,0.9349999999999999,960,fp_co
glass,motor,MSC10,0.945,960,fp_co
glass,mem,MSC10,0.8499999999999999,960,fp_co
motor,semantic,MSC10,0.5900000000000001,960,fp_co
motor,glass,MSC10,0.745,960,fp_co
motor,mem,MSC10,0.8349999999999997,960,fp_co
mem,semantic,MSC10,0.9000000000000001,960,fp_co
mem,glass,MSC10,0.8800000000000001,960,fp_co
mem,motor,MSC10,0.97,960,fp_co
semantic,glass,MSC01,0.9000000000000001,960,fp_co
semantic,motor,MSC01,0.7949999999999998,960,fp_co
semantic,mem,MSC01,0.75,960,fp_co
glass,semantic,MSC01,0.9400000000000001,960,fp_co
glass,motor,MSC01,0.925,960,fp_co
glass,mem,MSC01,0.7949999999999998,960,fp_co
motor,semantic,MSC01,0.9099999999999999,960,fp_co
motor,glass,MSC01,0.945,960,fp_co
motor,mem,MSC01,0.7000000000000001,960,fp_co
mem,semantic,MSC01,1.0,960,fp_co
mem,glass,MSC01,0.9850000000000001,960,fp_co
mem,motor,MSC01,0.945,960,fp_co
semantic,glass,MSC02,0.655,960,fp_co
semantic,motor,MSC02,0.5,960,fp_co
semantic,mem,MSC02,0.5,960,fp_co
glass,semantic,MSC02,0.8499999999999999,960,fp_co
glass,motor,MSC02,0.5449999999999999,960,fp_co
glass,mem,MSC02,0.68,960,fp_co
motor,semantic,MSC02,0.5,960,fp_co
motor,glass,MSC02,0.6250000000000002,960,fp_co
motor,mem,MSC02,0.505,960,fp_co
mem,semantic,MSC02,0.9100000000000001,960,fp_co
mem,glass,MSC02,0.755,960,fp_co
mem,motor,MSC02,0.645,960,fp_co
semantic,glass,MSC03,0.845,960,fp_co
semantic,motor,MSC03,0.845,960,fp_co
semantic,mem,MSC03,0.6800000000000002,960,fp_co
glass,semantic,MSC03,0.82,960,fp_co
glass,motor,MSC03,0.82,960,fp_co
glass,mem,MSC03,0.7050000000000001,960,fp_co
motor,semantic,MSC03,0.75,960,fp_co
motor,glass,MSC03,0.8349999999999997,960,fp_co
motor,mem,MSC03,0.6549999999999999,960,fp_co
mem,semantic,MSC03,0.7849999999999999,960,fp_co
mem,glass,MSC03,0.595,960,fp_co
mem,motor,MSC03,0.7799999999999999,960,fp_co
semantic,glass,MSC04,0.775,960,fp_co
semantic,motor,MSC04,0.725,960,fp_co
semantic,mem,MSC04,0.82,960,fp_co
glass,semantic,MSC04,0.99,960,fp_co
glass,motor,MSC04,0.925,960,fp_co
glass,mem,MSC04,0.875,960,fp_co
motor,semantic,MSC04,0.8649999999999999,960,fp_co
motor,glass,MSC04,0.765,960,fp_co
motor,mem,MSC04,0.7350000000000001,960,fp_co
mem,semantic,MSC04,0.9450000000000001,960,fp_co
mem,glass,MSC04,0.95,960,fp_co
mem,motor,MSC04,0.8800000000000001,960,fp_co
semantic,glass,MSC05,0.8950000000000001,960,fp_co
semantic,motor,MSC05,0.6199999999999999,960,fp_co
semantic,mem,MSC05,0.96,960,fp_co
glass,semantic,MSC05,0.9550000000000001,960,fp_co
glass,motor,MSC05,0.9,960,fp_co
glass,mem,MSC05,1.0,960,fp_co
motor,semantic,MSC05,0.68,960,fp_co
motor,glass,MSC05,0.775,960,fp_co
motor,mem,MSC05,0.78,960,fp_co
mem,semantic,MSC05,0.9350000000000002,960,fp_co
mem,glass,MSC05,0.9200000000000002,960,fp_co
mem,motor,MSC05,1.0,960,fp_co
semantic,glass,MSC06,0.7444444444444445,960,fp_co
semantic,motor,MSC06,0.735,960,fp_co
semantic,mem,MSC06,0.7949999999999999,960,fp_co
glass,semantic,MSC06,0.7999999999999999,960,fp_co
glass,motor,MSC06,0.8833333333333333,960,fp_co
glass,mem,MSC06,0.9333333333333333,960,fp_co
motor,semantic,MSC06,0.7150000000000001,960,fp_co
motor,glass,MSC06,0.6222222222222221,960,fp_co
motor,mem,MSC06,0.825,960,fp_co
mem,semantic,MSC06,0.9349999999999999,960,fp_co
mem,glass,MSC06,0.9277777777777778,960,fp_co
mem,motor,MSC06,0.9400000000000001,960,fp_co
semantic,glass,MSC07,0.9100000000000001,960,fp_co
semantic,motor,MSC07,0.5499999999999999,960,fp_co
semantic,mem,MSC07,0.7350000000000001,960,fp_co
glass,semantic,MSC07,0.9949999999999999,960,fp_co
glass,motor,MSC07,0.625,960,fp_co
glass,mem,MSC07,0.8249999999999998,960,fp_co
motor,semantic,MSC07,0.5899999999999999,960,fp_co
motor,glass,MSC07,0.5349999999999999,960,fp_co
motor,mem,MSC07,0.525,960,fp_co
mem,semantic,MSC07,0.99,960,fp_co
mem,glass,MSC07,0.9550000000000001,960,fp_co
mem,motor,MSC07,0.7899999999999999,960,fp_co
semantic,glass,MSC10,0.825,960,fp_co
semantic,motor,MSC10,0.6800000000000002,960,fp_co
semantic,mem,MSC10,0.89,960,fp_co
glass,semantic,MSC10,0.95,960,fp_co
glass,motor,MSC10,0.8700000000000001,960,fp_co
glass,mem,MSC10,0.8900000000000002,960,fp_co
motor,semantic,MSC10,0.585,960,fp_co
motor,glass,MSC10,0.76,960,fp_co
motor,mem,MSC10,0.7100000000000001,960,fp_co
mem,semantic,MSC10,0.8950000000000001,960,fp_co
mem,glass,MSC10,0.8249999999999998,960,fp_co
mem,motor,MSC10,0.8399999999999999,960,fp_co
semantic,glass,MSC01,0.7999999999999999,960,fp_co
semantic,motor,MSC01,0.775,960,fp_co
semantic,mem,MSC01,0.6900000000000001,960,fp_co
glass,semantic,MSC01,0.975,960,fp_co
glass,motor,MSC01,0.9,960,fp_co
glass,mem,MSC01,0.8049999999999999,960,fp_co
motor,semantic,MSC01,0.8549999999999999,960,fp_co
motor,glass,MSC01,0.6199999999999999,960,fp_co
motor,mem,MSC01,0.6900000000000002,960,fp_co
mem,semantic,MSC01,1.0,960,fp_co
mem,glass,MSC01,0.925,960,fp_co
mem,motor,MSC01,0.9800000000000001,960,fp_co
semantic,glass,MSC02,0.685,960,fp_co
semantic,motor,MSC02,0.5349999999999999,960,fp_co
semantic,mem,MSC02,0.5349999999999999,960,fp_co
glass,semantic,MSC02,0.89,960,fp_co
glass,motor,MSC02,0.6950000000000001,960,fp_co
glass,mem,MSC02,0.7100000000000001,960,fp_co
motor,semantic,MSC02,0.5499999999999999,960,fp_co
motor,glass,MSC02,0.56,960,fp_co
motor,mem,MSC02,0.5,960,fp_co
mem,semantic,MSC02,0.7799999999999999,960,fp_co
mem,glass,MSC02,0.8149999999999998,960,fp_co
mem,motor,MSC02,0.6199999999999999,960,fp_co
semantic,glass,MSC03,0.75,960,fp_co
semantic,motor,MSC03,0.73,960,fp_co
semantic,mem,MSC03,0.76,960,fp_co
glass,semantic,MSC03,0.7849999999999999,960,fp_co
glass,motor,MSC03,0.82,960,fp_co
glass,mem,MSC03,0.6450000000000001,960,fp_co
motor,semantic,MSC03,0.5549999999999999,960,fp_co
motor,glass,MSC03,0.6199999999999999,960,fp_co
motor,mem,MSC03,0.5499999999999999,960,fp_co
mem,semantic,MSC03,0.825,960,fp_co
mem,glass,MSC03,0.74,960,fp_co
mem,motor,MSC03,0.945,960,fp_co
semantic,glass,MSC04,0.9100000000000001,960,fp_co
semantic,motor,MSC04,0.6449999999999999,960,fp_co
semantic,mem,MSC04,0.8150000000000001,960,fp_co
glass,semantic,MSC04,0.9299999999999999,960,fp_co
glass,motor,MSC04,0.8900000000000002,960,fp_co
glass,mem,MSC04,0.9,960,fp_co
motor,semantic,MSC04,0.8899999999999999,960,fp_co
motor,glass,MSC04,0.9399999999999998,960,fp_co
motor,mem,MSC04,0.8950000000000001,960,fp_co
mem,semantic,MSC04,0.95,960,fp_co
mem,glass,MSC04,0.96,960,fp_co
mem,motor,MSC04,0.8950000000000001,960,fp_co
semantic,glass,MSC05,0.8499999999999999,960,fp_co
semantic,motor,MSC05,0.7300000000000001,960,fp_co
semantic,mem,MSC05,0.96,960,fp_co
glass,semantic,MSC05,0.9949999999999999,960,fp_co
glass,motor,MSC05,0.8499999999999999,960,fp_co
glass,mem,MSC05,0.9949999999999999,960,fp_co
motor,semantic,MSC05,0.7000000000000001,960,fp_co
motor,glass,MSC05,0.72,960,fp_co
motor,mem,MSC05,0.95,960,fp_co
mem,semantic,MSC05,0.9350000000000002,960,fp_co
mem,glass,MSC05,0.89,960,fp_co
mem,motor,MSC05,0.95,960,fp_co
semantic,glass,MSC06,0.8222222222222222,960,fp_co
semantic,motor,MSC06,0.7549999999999999,960,fp_co
semantic,mem,MSC06,0.9550000000000001,960,fp_co
glass,semantic,MSC06,0.9666666666666666,960,fp_co
glass,motor,MSC06,0.8111111111111111,960,fp_co
glass,mem,MSC06,0.9611111111111111,960,fp_co
motor,semantic,MSC06,0.8399999999999999,960,fp_co
motor,glass,MSC06,0.7722222222222223,960,fp_co
motor,mem,MSC06,0.9200000000000002,960,fp_co
mem,semantic,MSC06,0.915,960,fp_co
mem,glass,MSC06,0.8722222222222221,960,fp_co
mem,motor,MSC06,0.97,960,fp_co
semantic,glass,MSC07,0.925,960,fp_co
semantic,motor,MSC07,0.565,960,fp_co
semantic,mem,MSC07,0.7849999999999999,960,fp_co
glass,semantic,MSC07,1.0,960,fp_co
glass,motor,MSC07,0.645,960,fp_co
glass,mem,MSC07,0.7749999999999999,960,fp_co
motor,semantic,MSC07,0.5549999999999999,960,fp_co
motor,glass,MSC07,0.655,960,fp_co
motor,mem,MSC07,0.575,960,fp_co
